Wavelength	ABBE00457.asd
325	 0,301166706590201 
326	 0,183590728218827 
327	 0,137499204905416 
328	 0,142612413555626 
329	 0,135142363458793 
330	 0,112660597269068 
331	 8,63462965988266E-02 
332	 0,166385528230872 
333	 0,272727272727273 
334	 0,238969267951997 
335	 0,185598371196742 
336	 0,143308009187365 
337	 0,104780870993794 
338	 7,78830669085115E-02 
339	 6,63825584169843E-02 
340	 9,69291130375124E-02 
341	 0,138804363816559 
342	 0,143071964744122 
343	 0,130870295741375 
344	 0,111606765378771 
345	 0,100313515558281 
346	 0,108903839660752 
347	 0,143918623923259 
348	 0,137429883967251 
349	 0,107651921034962 
350	 0,134470450695911 
351	 0,134069450028567 
352	 9,08330646626287E-02 
353	 0,108832705456018 
354	 0,138540496515354 
355	 0,108036695248444 
356	 8,72167076834055E-02 
357	 8,42247524854621E-02 
358	 8,55611693259756E-02 
359	 0,088664356399553 
360	 9,34797146816845E-02 
361	 0,113388138863857 
362	 0,126249928760156 
363	 0,101434658961848 
364	 9,23704133821191E-02 
365	 9,94705764262996E-02 
366	 7,04410366496613E-02 
367	 6,84271771028772E-02 
368	 0,118380368049008 
369	 0,109018640637356 
370	 7,00366465557724E-02 
371	 8,11627923246752E-02 
372	 0,094037740684971 
373	 9,68007445539947E-02 
374	 9,80384751631497E-02 
375	 0,102974080581053 
376	 0,113809319374888 
377	 0,113797231722935 
378	 0,108003209679481 
379	 0,112199330578734 
380	 0,117005158993519 
381	 0,117533931011308 
382	 0,103100940103283 
383	 9,32791341295272E-02 
384	 0,103351912912491 
385	 9,98772876998833E-02 
386	 8,68685358346341E-02 
387	 9,26745085172199E-02 
388	 9,20543425679826E-02 
389	 8,06080569396313E-02 
390	 8,89108741216842E-02 
391	 0,102208730287149 
392	 0,100572521999397 
393	 9,31390009976583E-02 
394	 8,54792663076145E-02 
395	 8,47349707671938E-02 
396	 9,53534405322488E-02 
397	 0,114848637515074 
398	 0,112815362780515 
399	 9,88642856436304E-02 
400	 9,15531539336383E-02 
401	 8,90032956139812E-02 
402	 9,04198226136628E-02 
403	 9,32954566143213E-02 
404	 9,20851560450061E-02 
405	 8,45781188067575E-02 
406	 8,68660644916166E-02 
407	 9,48585496708611E-02 
408	 9,62908979776549E-02 
409	 9,46859780119124E-02 
410	 9,15319221599877E-02 
411	 8,95029760316887E-02 
412	 8,90254313161097E-02 
413	 0,090081239131767 
414	 9,00222352415913E-02 
415	 8,98110660917733E-02 
416	 9,37361322414489E-02 
417	 0,095735470631139 
418	 9,35603596012328E-02 
419	 8,93414389207345E-02 
420	 8,62959774852294E-02 
421	 8,81158478933294E-02 
422	 8,74911285692761E-02 
423	 8,51444177106587E-02 
424	 8,92374153405376E-02 
425	 9,33606110461309E-02 
426	 9,34245988973543E-02 
427	 9,14981706784536E-02 
428	 8,90448492047791E-02 
429	 8,80160928941822E-02 
430	 8,75245077582407E-02 
431	 8,82019828739879E-02 
432	 9,41651922813629E-02 
433	 9,82854168458643E-02 
434	 9,46350512157524E-02 
435	 9,09327689329772E-02 
436	 8,95816455368603E-02 
437	 9,25966617820508E-02 
438	 9,50300934559461E-02 
439	 9,49532343556574E-02 
440	 9,50018172444736E-02 
441	 9,45153007012941E-02 
442	 9,23906068609526E-02 
443	 9,25926683709763E-02 
444	 9,50838963236148E-02 
445	 9,68071748577975E-02 
446	 9,57605299556092E-02 
447	 9,16021051370078E-02 
448	 9,27938661059374E-02 
449	 9,71579353166887E-02 
450	 9,89065419198222E-02 
451	 9,66663024214023E-02 
452	 0,091805569056798 
453	 9,32878074402072E-02 
454	 9,58788511201164E-02 
455	 9,45412989268581E-02 
456	 9,32069091310546E-02 
457	 9,24591904632462E-02 
458	 9,10823003083512E-02 
459	 9,39226903021528E-02 
460	 0,100842796408563 
461	 9,78093949902877E-02 
462	 9,18928791317852E-02 
463	 9,41632905768555E-02 
464	 9,54993931288594E-02 
465	 9,46702921294385E-02 
466	 9,52733766817301E-02 
467	 9,66175034349138E-02 
468	 9,78390877963729E-02 
469	 9,49867157246953E-02 
470	 9,17714762273426E-02 
471	 9,70036809922031E-02 
472	 9,91893904874214E-02 
473	 9,57209786014047E-02 
474	 9,29233096592304E-02 
475	 9,22052758208457E-02 
476	 9,44904433970288E-02 
477	 9,77595406676301E-02 
478	 0,100067309516036 
479	 9,75920120844457E-02 
480	 9,63323972773427E-02 
481	 9,82795286461665E-02 
482	 9,54527579736241E-02 
483	 9,19618827383046E-02 
484	 9,51010468796465E-02 
485	 9,65299501405851E-02 
486	 9,48447994504617E-02 
487	 9,37861441332046E-02 
488	 9,25066361403507E-02 
489	 9,07061445675639E-02 
490	 9,27077872939133E-02 
491	 9,63922152545246E-02 
492	 9,55849016796005E-02 
493	 0,094910811099348 
494	 9,53567060673024E-02 
495	 0,093482865698042 
496	 9,10184024742613E-02 
497	 9,01461099918983E-02 
498	 9,13143099573857E-02 
499	 9,33015443536706E-02 
500	 9,19379619281362E-02 
501	 9,12417454865835E-02 
502	 9,31979769746713E-02 
503	 9,42278691574755E-02 
504	 9,44301476597407E-02 
505	 9,48684414467375E-02 
506	 9,46281482002212E-02 
507	 9,39795740089686E-02 
508	 9,51251239536482E-02 
509	 9,61695481319925E-02 
510	 9,54675598615314E-02 
511	 9,60817621457412E-02 
512	 9,79043749301139E-02 
513	 9,94791357838452E-02 
514	 9,94259716171176E-02 
515	 9,75369917098338E-02 
516	 9,68494476579551E-02 
517	 9,73651388928746E-02 
518	 9,86339642424033E-02 
519	 9,85995177742661E-02 
520	 9,74214954511846E-02 
521	 9,79831740620971E-02 
522	 9,84285283200425E-02 
523	 9,75266048548739E-02 
524	 0,097383498867627 
525	 9,80173928056233E-02 
526	 9,88205729826065E-02 
527	 9,92152196521126E-02 
528	 9,89097009023597E-02 
529	 9,78711825423939E-02 
530	 9,68494158836997E-02 
531	 9,66699245375983E-02 
532	 9,67743126463835E-02 
533	 9,69896585768618E-02 
534	 9,72324081460576E-02 
535	 0,097441099531167 
536	 0,097587955734097 
537	 9,78335060325492E-02 
538	 9,80746865316142E-02 
539	 9,81098129348092E-02 
540	 0,097868297537535 
541	 9,75099195524163E-02 
542	 9,79394776856048E-02 
543	 9,80476201355646E-02 
544	 9,68268571664316E-02 
545	 9,69762264029023E-02 
546	 9,80857681171467E-02 
547	 9,73854284397878E-02 
548	 9,68474458181621E-02 
549	 9,73850317007489E-02 
550	 9,82859397370144E-02 
551	 9,90384199572587E-02 
552	 9,90142211796817E-02 
553	 9,85858747545043E-02 
554	 9,80217318700935E-02 
555	 9,78804084965192E-02 
556	 9,77437912846323E-02 
557	 9,72975222262564E-02 
558	 9,73713082180066E-02 
559	 9,76537930058422E-02 
560	 9,69373775058986E-02 
561	 9,65213749037401E-02 
562	 9,68239264074905E-02 
563	 9,69883880109098E-02 
564	 9,68058371997588E-02 
565	 0,09611197696794 
566	 9,60376698875681E-02 
567	 9,64747911625939E-02 
568	 9,57889980274935E-02 
569	 9,55660928983396E-02 
570	 9,67807534079543E-02 
571	 9,74187377401114E-02 
572	 0,097598074231423 
573	 9,83181788547065E-02 
574	 9,89332564082144E-02 
575	 9,93121441665352E-02 
576	 9,97967985627392E-02 
577	 0,100813661084422 
578	 0,102758568188326 
579	 0,103587491237397 
580	 0,103306843203919 
581	 0,103462936207856 
582	 0,104126226558063 
583	 0,105258347475038 
584	 0,105941844217335 
585	 0,106333217594952 
586	 0,1069456380865 
587	 0,107481760795928 
588	 0,107933354801275 
589	 0,108550904687919 
590	 0,109398382626405 
591	 0,110475760867485 
592	 0,110936892305065 
593	 0,110907384132171 
594	 0,111189077297247 
595	 0,111596398306758 
596	 0,111971159992938 
597	 0,111814931189363 
598	 0,111257488131348 
599	 0,110567580976356 
600	 0,109852990291912 
601	 0,109377911387351 
602	 0,109874921316546 
603	 0,110385994388369 
604	 0,110127284486612 
605	 0,109432154726109 
606	 0,108566665839961 
