Wavelength	ABBE00435.asd
325	 0,129278276430554 
326	 0,118604780588252 
327	 0,106606281883293 
328	 5,74937587879136E-02 
329	 4,14784764480505E-02 
330	 2,70156421962557E-02 
331	-2,03290829413973E-02 
332	-4,93216358221483E-02 
333	-1,89437060473001E-02 
334	 0,150483265806108 
335	 0,172176344352689 
336	 4,39356884479119E-02 
337	 3,96409859942431E-02 
338	 6,36775101286637E-02 
339	 2,76136201790844E-02 
340	 4,32975765935095E-02 
341	 7,58573165160701E-02 
342	 6,98504341812983E-03 
343	-1,08013188978865E-03 
344	 6,92325532516289E-02 
345	 8,40164380735128E-02 
346	 7,93456063802184E-02 
347	 9,67478951430516E-02 
348	 8,38420978579251E-02 
349	 5,08431522885162E-02 
350	 3,70730159461742E-02 
351	 5,01470681592145E-02 
352	 8,18253678606556E-02 
353	 0,068284423916758 
354	 3,37751391176131E-02 
355	 1,95454256545913E-02 
356	 0,020595998814146 
357	 3,49976443562559E-02 
358	 6,96536014370904E-02 
359	 6,44511732964294E-02 
360	 5,60996157458588E-03 
361	 1,10832016359184E-02 
362	 3,94812681808487E-02 
363	 1,53534176502122E-02 
364	 1,38332718496484E-02 
365	 3,47850035919838E-02 
366	 1,05557892168005E-02 
367	 6,18182310651717E-03 
368	 5,01649665935763E-02 
369	 4,52755934900845E-02 
370	 1,69255648607798E-02 
371	 3,36572529101291E-02 
372	 4,66349080388103E-02 
373	 4,15229425394332E-02 
374	 1,74300396167686E-02 
375	 3,84616463473357E-03 
376	 2,13052638786716E-02 
377	 3,75718594377775E-02 
378	 4,60903409032017E-02 
379	 4,55200591612782E-02 
380	 3,05826730580264E-02 
381	 8,91572857872502E-03 
382	 2,93466909890319E-02 
383	 5,22640139558963E-02 
384	 4,21865217737743E-02 
385	 3,01973772111913E-02 
386	 2,11794868054441E-02 
387	 8,30985362735382E-03 
388	 1,27594697278523E-02 
389	 3,51681753516087E-02 
390	 3,50712944422364E-02 
391	 2,69693978037998E-02 
392	 0,031381622322397 
393	 3,41863085749292E-02 
394	 3,30706842600179E-02 
395	 2,88013805620435E-02 
396	 2,83540307867941E-02 
397	 3,51559654745429E-02 
398	 4,70037002306308E-02 
399	 5,20701786780004E-02 
400	 3,33551745676646E-02 
401	 2,38919270865075E-02 
402	 2,81476093199476E-02 
403	 2,68995074349119E-02 
404	 2,54381361541143E-02 
405	 2,68648466364775E-02 
406	 2,25576345849134E-02 
407	 1,82427686497362E-02 
408	 0,028149781326115 
409	 3,26493014852351E-02 
410	 2,87761560322362E-02 
411	 3,11943377938417E-02 
412	 3,60958750977858E-02 
413	 3,89743743322388E-02 
414	 3,25644622962602E-02 
415	 2,26173213592177E-02 
