Wavelength	ABBE00249.asd
325	 0,675752793473207 
326	 0,399312686089546 
327	 0,263225921355604 
328	 0,282352434790094 
329	 0,268824280670122 
330	 0,268296445279011 
331	 0,318842448890685 
332	 0,238935386585527 
333	 0,121515200796385 
334	 0,191526159364253 
335	 0,208286416572833 
336	 0,150488659928026 
337	 0,184019700557055 
338	 0,212184909562476 
339	 0,147621610723607 
340	 0,109072945178557 
341	 0,107663004343685 
342	 6,93359200815539E-02 
343	 9,25755144838738E-02 
344	 0,173304246359901 
345	 0,157507465338476 
346	 0,125923762643891 
347	 0,159451837107143 
348	 0,123847961973767 
349	 5,87194843495956E-02 
350	 0,118962129276488 
351	 0,160738091711281 
352	 0,137576857551065 
353	 0,122777400350256 
354	 0,105382303166663 
355	 0,069579929599845 
356	 6,84423521343587E-02 
357	 9,61480926163465E-02 
358	 0,116589376727931 
359	 0,117248569909462 
360	 0,095392920641656 
361	 8,03331995133968E-02 
362	 7,08843787621247E-02 
363	 5,88418013646978E-02 
364	 6,77743389017862E-02 
365	 9,08365423381243E-02 
366	 8,42670634648537E-02 
367	 7,68758770344334E-02 
368	 8,48026935446962E-02 
369	 8,83281651933611E-02 
370	 8,62188112946487E-02 
371	 7,97220947932002E-02 
372	 8,10495626822157E-02 
373	 8,57245344113855E-02 
374	 5,45412997761249E-02 
375	 4,69856672279845E-02 
376	 9,97329972110439E-02 
377	 9,82235314534004E-02 
378	 6,38329757425623E-02 
379	 7,95361172225054E-02 
380	 8,52733203368671E-02 
381	 7,06747152216823E-02 
382	 8,24331192141707E-02 
383	 8,75723236860602E-02 
384	 5,73471548201297E-02 
385	 5,00145926123314E-02 
386	 6,37671222885151E-02 
387	 6,31881934527419E-02 
388	 6,55808208456308E-02 
389	 7,23925112741211E-02 
390	 5,64360715066008E-02 
391	 4,22678661315957E-02 
392	 6,04420637870924E-02 
393	 6,81017871033558E-02 
394	 5,99007576853381E-02 
395	 4,76131613220829E-02 
396	 0,042284143176936 
397	 4,83680631429011E-02 
398	 4,95410290852164E-02 
399	 4,59054979766658E-02 
400	 4,00585600960649E-02 
401	 4,21921029811223E-02 
402	 5,05964678240668E-02 
403	 5,00258668779384E-02 
404	 4,22852790168518E-02 
405	 3,04715825717333E-02 
406	 3,03992718008205E-02 
407	 3,84476642606286E-02 
408	 0,042612567304455 
409	 4,80960952968928E-02 
410	 5,26858175412048E-02 
411	 3,94435853787301E-02 
412	 2,91975054126326E-02 
413	 3,98538155937982E-02 
414	 4,21078295956709E-02 
415	 0,035875553910296 
416	 3,48460368549676E-02 
417	 0,035779988628815 
418	 3,69277429544616E-02 
419	 3,41396862597184E-02 
420	 3,28605396585642E-02 
421	 4,03203679307301E-02 
422	 4,25842822551478E-02 
423	 3,87899112776764E-02 
424	 3,67639490824581E-02 
425	 0,036577704507546 
426	 3,78157347650145E-02 
427	 3,56890444491289E-02 
428	 3,28050702126382E-02 
429	 0,035025493648052 
430	 3,68194026499872E-02 
431	 3,72844425991573E-02 
432	 4,07667146641068E-02 
433	 4,19281933320612E-02 
434	 3,64345173252181E-02 
435	 3,23103885712634E-02 
436	 3,18098625665983E-02 
437	 3,69862396797598E-02 
438	 3,86426245296403E-02 
439	 0,03427903258991 
440	 3,41331641557957E-02 
441	 3,63718881283834E-02 
442	 3,75328494600131E-02 
443	 3,86223868246051E-02 
444	 3,93501655019626E-02 
445	 3,84740275872874E-02 
446	 3,69679654184581E-02 
447	 3,57294158157749E-02 
448	 0,03684062484215 
449	 3,88402816362037E-02 
450	 3,87539708462877E-02 
451	 3,65693587607449E-02 
452	 3,37257787966419E-02 
453	 3,66013860375402E-02 
454	 4,04819706085926E-02 
455	 4,08275766411473E-02 
456	 3,92040627265004E-02 
457	 3,73485373510388E-02 
458	 3,89775261114369E-02 
459	 4,09635462645809E-02 
460	 4,14022731864741E-02 
461	 3,73518771397322E-02 
462	 3,43773835013462E-02 
463	 4,01088678120437E-02 
464	 4,27017166073508E-02 
465	 4,02340626346005E-02 
466	 3,67001307188963E-02 
467	 3,64093737515135E-02 
468	 4,12782982094036E-02 
469	 4,06979587545443E-02 
470	 3,72037999186092E-02 
471	 3,90193291891727E-02 
472	 4,10937325948605E-02 
473	 4,14533660661008E-02 
474	 3,82822811436687E-02 
475	 3,60058991169738E-02 
476	 0,038816759006185 
477	 4,05152909102407E-02 
478	 4,00995770226265E-02 
479	 0,038347395995891 
480	 0,038035056390503 
481	 3,99044875866673E-02 
482	 3,85064885557446E-02 
483	 3,66008937658935E-02 
484	 0,03910567919577 
485	 4,12075251371381E-02 
486	 4,11329998248174E-02 
487	 3,73720738716546E-02 
488	 3,41191074850093E-02 
489	 3,44606003400354E-02 
490	 3,49668577902007E-02 
491	 3,50954581368682E-02 
492	 3,48411613165225E-02 
493	 3,55837680405515E-02 
494	 3,73189517913346E-02 
495	 3,74239841085056E-02 
496	 3,64291435527405E-02 
497	 3,51910939496313E-02 
498	 3,54751251023683E-02 
499	 3,64020395603548E-02 
500	 3,36098087933606E-02 
501	 3,18974083712905E-02 
502	 3,37483627440611E-02 
503	 3,56703475200622E-02 
504	 3,68396641035367E-02 
505	 0,03669323466325 
506	 3,69623071252329E-02 
507	 3,76399765824473E-02 
508	 3,60996488602044E-02 
509	 3,46387979791495E-02 
510	 3,53614822519877E-02 
511	 3,63527462575419E-02 
512	 3,76796735410647E-02 
513	 4,11129195122462E-02 
514	 4,17662049415279E-02 
515	 3,84173359158453E-02 
516	 3,79868698885004E-02 
517	 3,95518665163629E-02 
518	 4,08587656651223E-02 
519	 4,03084974043055E-02 
520	 3,86040787113305E-02 
521	 4,03586276448398E-02 
522	 4,13850953827646E-02 
523	 0,038950286288921 
524	 3,82848050046312E-02 
525	 3,91706500295308E-02 
526	 3,91641455347751E-02 
527	 3,94286235469749E-02 
528	 4,00248838714208E-02 
529	 3,95941807007183E-02 
530	 3,86083101121325E-02 
531	 3,77315725648295E-02 
532	 3,82050734753999E-02 
533	 3,95165480022058E-02 
534	 3,91451198065755E-02 
535	 3,86522383813944E-02 
536	 3,88857157887617E-02 
537	 3,87298833678185E-02 
538	 3,84958609183614E-02 
539	 3,90412978429019E-02 
540	 3,93241414541072E-02 
541	 3,91380052810182E-02 
542	 0,039201155575868 
543	 3,92151077990894E-02 
544	 0,038887188680046 
545	 3,90338656881749E-02 
546	 3,93190936770277E-02 
547	 3,82236969382248E-02 
548	 3,76624476940908E-02 
549	 3,84089296688034E-02 
550	 3,86240845707976E-02 
551	 3,87090584083668E-02 
552	 0,039661313082977 
553	 3,97639899912463E-02 
554	 0,038988021598304 
555	 3,93803055145565E-02 
556	 3,95494496336807E-02 
557	 3,84397775140809E-02 
558	 3,83894968836294E-02 
559	 3,90543701181706E-02 
560	 3,84900557501481E-02 
561	 3,79076971214749E-02 
562	 3,77751313487151E-02 
563	 3,79858925433306E-02 
564	 3,79128507581704E-02 
565	 3,67548172942413E-02 
566	 0,036287480630498 
567	 3,67626526134862E-02 
568	 3,73183300848941E-02 
569	 3,76939208990175E-02 
570	 3,77367056317071E-02 
571	 3,80227841467618E-02 
572	 3,83992446495536E-02 
573	 3,81423316051152E-02 
574	 3,91228514200215E-02 
575	 4,15148213879813E-02 
576	 4,24247706621925E-02 
577	 4,30123106308008E-02 
578	 4,47722771983419E-02 
579	 4,56005456039981E-02 
580	 4,54407293879579E-02 
581	 4,54608965579271E-02 
582	 4,63679692904124E-02 
583	 4,83097883060631E-02 
584	 4,87737914272599E-02 
585	 4,86163721576007E-02 
586	 4,99603035335796E-02 
587	 5,11482874395849E-02 
588	 5,16588510056909E-02 
589	 5,14794140734432E-02 
590	 5,14029454785281E-02 
591	 5,21439188704501E-02 
592	 5,30401590071603E-02 
593	 5,37256514625543E-02 
594	 5,36657929549216E-02 
595	 5,32364885175497E-02 
596	 5,27826786967549E-02 
597	 5,32479618232878E-02 
598	 0,053880738951482 
599	 5,34256310248618E-02 
600	 5,28392974281904E-02 
601	 5,24146032902004E-02 
602	 5,20647300820383E-02 
603	 5,21592202732191E-02 
604	 5,28637127862171E-02 
605	 5,27314422798281E-02 
