Wavelength	ABBE00413.asd
325	-0,172381603235215 
326	-2,50994796449342E-02 
327	 8,24252293052782E-02 
328	 9,09896984131539E-02 
329	-1,52805949966193E-02 
330	-0,119848354054126 
331	-0,109799403282804 
332	 0,02437967947528 
333	 0,171897869572288 
334	 0,152851675842879 
335	 9,98101996203992E-02 
336	 4,83880266693944E-02 
337	-1,39677915910236E-02 
338	-4,73851943516808E-02 
339	-2,01113867109106E-02 
340	 2,75590129138765E-02 
341	 5,67543920776134E-02 
342	 4,84974130231065E-02 
343	 0,031896105208636 
344	 1,14101142460942E-02 
345	-4,10585018885444E-02 
346	-5,83413039017606E-02 
347	 1,64695098357705E-02 
348	 6,77039723481356E-02 
349	 8,00464697988332E-02 
350	 7,91423402790026E-02 
351	 5,96753920054172E-02 
352	 2,71581076635795E-02 
353	 1,04691747340092E-02 
354	 1,25388740861643E-02 
355	 3,23920919378808E-02 
356	 3,16573024677908E-02 
357	 1,98781943045005E-02 
358	 4,85168096644723E-02 
359	 5,80093240269037E-02 
360	 2,93910372132207E-02 
361	 3,61465437463841E-02 
362	 5,15470943838326E-02 
363	 2,81860740861886E-02 
364	 1,44501519631499E-02 
365	 1,57002045688707E-02 
366	 6,07453247804319E-03 
367	 1,24688643009612E-02 
368	 4,35562881840455E-02 
369	 4,15252706368532E-02 
370	 0,020139751169836 
371	 1,73018628623857E-02 
372	 1,95707409880991E-02 
373	 2,17471812620578E-02 
374	 1,49995864787639E-02 
375	 1,41813003561454E-02 
376	 2,90644270927419E-02 
377	 3,92127918036856E-02 
378	 4,25299806175437E-02 
379	 4,25171379893215E-02 
380	 3,01225084453496E-02 
381	 1,05782884264801E-02 
382	 0,026696204427354 
383	 4,67103572842171E-02 
384	 4,13836411168996E-02 
385	 2,34687273973124E-02 
386	 3,48353780397077E-03 
387	-2,74402306096639E-03 
388	 1,27071545431322E-02 
389	 4,10985205975049E-02 
390	 2,00829726479885E-02 
391	-3,18171510036913E-03 
392	 3,10793805511464E-02 
393	 4,15419834162023E-02 
394	 2,32030897103771E-02 
395	 1,21156220711406E-02 
396	 1,22628929620949E-02 
397	 2,45650427723958E-02 
398	 3,54363367326847E-02 
399	 4,07012592199365E-02 
400	 3,77218221803675E-02 
401	 2,46460777406772E-02 
402	 8,46448171355364E-03 
403	 1,36287455576782E-02 
404	 1,89948422318215E-02 
405	 1,11979985620067E-02 
406	 7,62416032557721E-03 
407	 0,01029631329086 
408	 0,018976308999759 
409	 2,15173456681168E-02 
410	 1,67800504857532E-02 
411	 1,93663858426105E-02 
412	 2,00859575623015E-02 
413	 1,07360325788412E-02 
414	 6,93435543869398E-03 
415	 9,89980612164788E-03 
416	 1,55760419013038E-02 
417	 0,0195226878112 
418	 1,98523457570765E-02 
419	 0,019018555468531 
420	 1,69942468479517E-02 
421	 0,013416480929046 
422	 1,27280714350895E-02 
423	 1,49061642162653E-02 
424	 1,64707397078084E-02 
425	 1,78157445145473E-02 
426	 1,87398080549084E-02 
427	 1,61468185308116E-02 
428	 1,26434033657156E-02 
429	 1,32452998958232E-02 
430	 0,016727320561273 
431	 2,05907997945467E-02 
432	 1,62022547881267E-02 
433	 1,11928549308283E-02 
434	 1,22282846234583E-02 
435	 0,01193601502564 
436	 1,15697539505342E-02 
437	 1,85239644018728E-02 
438	 2,15703051649135E-02 
439	 1,74402459743247E-02 
440	 1,65606249329488E-02 
441	 1,68705419781252E-02 
442	 1,45977176156222E-02 
443	 1,46294789773139E-02 
444	 1,71363497286357E-02 
445	 1,93037705534352E-02 
446	 1,86048001433347E-02 
447	 1,42124008081939E-02 
448	 1,31920064080948E-02 
449	 1,55236507652753E-02 
450	 1,96072409996994E-02 
451	 1,97718389927091E-02 
452	 0,015735474942655 
453	 1,61011944386996E-02 
454	 1,70540599344183E-02 
455	 1,49241805194139E-02 
456	 1,39152822644516E-02 
457	 1,43681802945429E-02 
458	 1,48594929902123E-02 
459	 1,64546182186282E-02 
460	 1,86125638850688E-02 
461	 1,55317514762592E-02 
462	 1,22559064886373E-02 
463	 1,60775050783454E-02 
464	 1,92570711561343E-02 
465	 1,97592347664746E-02 
466	 1,76406796052925E-02 
467	 1,65415823013243E-02 
468	 1,85829194604737E-02 
469	 1,92067223689874E-02 
470	 1,90987160659787E-02 
471	 2,12778071058026E-02 
472	 2,12246624072493E-02 
473	 1,83659614511746E-02 
474	 1,71134689006626E-02 
475	 1,66923154364364E-02 
476	 1,61396863080362E-02 
477	 1,68891540755071E-02 
478	 0,018386741713835 
479	 0,01847807724591 
480	 1,89287739349068E-02 
481	 2,00547773349353E-02 
482	 1,83401470403693E-02 
483	 1,55702400757205E-02 
484	 1,47717677700798E-02 
485	 1,69563715474604E-02 
486	 0,020380681244504 
487	 1,77210984301267E-02 
488	 0,013819037062385 
489	 1,26482651775597E-02 
490	 1,41900347964709E-02 
491	 1,68094286204578E-02 
492	 1,70419646313064E-02 
493	 1,65149014450886E-02 
494	 0,015923166224285 
495	 1,62061067214075E-02 
496	 1,63476277004617E-02 
497	 0,01514920743527 
498	 1,43984710695951E-02 
499	 1,43519639018076E-02 
500	 1,43140017683634E-02 
501	 1,47630515392112E-02 
502	 1,58913063896243E-02 
503	 1,74455113533651E-02 
504	 1,79365696676164E-02 
505	 1,46472699175211E-02 
506	 1,39967403711704E-02 
507	 1,66205161056978E-02 
508	 1,60965461059411E-02 
509	 1,48111739587372E-02 
510	 1,51064727772339E-02 
511	 1,51162825059773E-02 
512	 1,51496402041974E-02 
513	 1,70832868274375E-02 
514	 1,79263430296538E-02 
515	 1,67766063005011E-02 
516	 0,017027865213774 
517	 1,76695999880361E-02 
518	 1,68114814025826E-02 
519	 1,64991612323356E-02 
520	 1,69765085333685E-02 
521	 1,72475959740699E-02 
522	 1,69465046748899E-02 
523	 1,59626873294728E-02 
524	 0,015988431859293 
525	 1,67376653683103E-02 
526	 1,69990508512544E-02 
527	 1,69848575070869E-02 
528	 1,67767928106594E-02 
529	 1,67139874965724E-02 
530	 1,65326080150307E-02 
531	 1,59107826997741E-02 
532	 1,51222026082709E-02 
533	 1,46259913002263E-02 
534	 1,55516152603388E-02 
535	 1,67079965969743E-02 
536	 1,72361783227031E-02 
537	 1,65019551755397E-02 
538	 1,53383445797332E-02 
539	 1,54080468871552E-02 
540	 1,54053534032528E-02 
541	 0,015131185368192 
542	 1,56071095659353E-02 
543	 1,59471231005239E-02 
544	 1,53192934270196E-02 
545	 0,015511004074699 
546	 1,61926079342576E-02 
547	 1,53178965441753E-02 
548	 0,014830833515036 
549	 1,55610333095182E-02 
550	 1,61561576105425E-02 
551	 1,64817489655318E-02 
552	 1,66361822942659E-02 
553	 1,57122428635387E-02 
554	 1,42316649093558E-02 
555	 1,52821810829308E-02 
556	 1,63386077008394E-02 
557	 1,53805860280154E-02 
558	 1,52331730536079E-02 
559	 1,57281477607255E-02 
560	 1,50782917623164E-02 
561	 1,47706640478202E-02 
562	 1,53317776635053E-02 
563	 1,63001014131327E-02 
564	 1,65538377087391E-02 
565	 1,47043508184273E-02 
566	 1,45598813950852E-02 
567	 0,016181483986385 
568	 1,60711251708005E-02 
569	 1,56022640715025E-02 
570	 1,56936552583713E-02 
571	 1,54934510335662E-02 
572	 0,015060609315269 
573	 1,46635424705999E-02 
574	 0,014922085974074 
575	 0,015899616342253 
576	 1,65088939523907E-02 
577	 1,71118789196234E-02 
578	 1,81790130959999E-02 
579	 1,84097407958715E-02 
580	 1,78058397383759E-02 
581	 1,72491594911748E-02 
582	 1,71385959999551E-02 
583	 1,76357800867819E-02 
584	 1,77467148219761E-02 
585	 1,77864215820111E-02 
586	 1,86062298443368E-02 
587	 1,89054518770765E-02 
588	 1,85214971479008E-02 
589	 1,86223623695931E-02 
590	 1,89178040976894E-02 
591	 1,90698482054841E-02 
592	 1,87623360243977E-02 
593	 1,82889605202717E-02 
594	 1,86818454414096E-02 
595	 1,87848075676831E-02 
596	 0,018246228071041 
597	 1,85726766376212E-02 
598	 1,92862195410259E-02 
599	 1,94698069413257E-02 
600	 1,91178520770729E-02 
601	 1,84420661991256E-02 
602	 1,82632751487257E-02 
603	 1,84007545355889E-02 
604	 1,86537000849876E-02 
605	 1,85852988205022E-02 
606	 1,83134572148127E-02 
607	 1,83296169564629E-02 
608	 0,01838597368653 
609	 1,83852936782575E-02 
610	 1,83374533230121E-02 
611	 1,81141645852119E-02 
612	 1,75685513914608E-02 
613	 1,69292504407237E-02 
614	 0,016418077429847 
615	 1,64382569604975E-02 
616	 1,67904942632722E-02 
617	 1,72741862735588E-02 
618	 1,73962120475397E-02 
619	 0,017377782269921 
620	 1,78850879266595E-02 
621	 1,78917547216587E-02 
622	 1,71818071274806E-02 
623	 0,016331019947299 
624	 1,60897340644973E-02 
625	 1,71138951539827E-02 
626	 1,73884190673941E-02 
627	 1,69160800019948E-02 
628	 1,70954588892619E-02 
629	 1,72916111951384E-02 
630	 1,72242919649827E-02 
631	 1,71642605446729E-02 
632	 1,73265685318662E-02 
633	 1,80373478139034E-02 
634	 1,82060861643512E-02 
635	 1,77859863076661E-02 
636	 1,80731961371864E-02 
637	 1,83486662258403E-02 
638	 1,80646424991213E-02 
639	 1,88162615720991E-02 
640	 2,00445802687904E-02 
641	 1,95752053808507E-02 
642	 1,93951498214423E-02 
643	 2,00854479555937E-02 
644	 1,99814424414777E-02 
645	 1,96759571343968E-02 
646	 2,01210984146193E-02 
647	 2,02481001287343E-02 
648	 1,99355790540619E-02 
649	 1,96697838431737E-02 
650	 1,96891379701861E-02 
651	 2,00847405712187E-02 
652	 2,01654129248517E-02 
653	 1,98005429203275E-02 
654	 1,89219020635155E-02 
655	 1,82040081486232E-02 
656	 1,79689593415643E-02 
657	 1,84175961644057E-02 
658	 1,86405348422145E-02 
659	 1,77537897455942E-02 
660	 1,76126239320144E-02 
661	 1,80518826657214E-02 
662	 1,73726505444762E-02 
663	 1,67587811631762E-02 
664	 1,66868817725446E-02 
665	 1,60097549078172E-02 
666	 1,52530188335935E-02 
667	 1,53935703225465E-02 
668	 1,60522379342345E-02 
669	 1,68292238978178E-02 
670	 1,66889001163525E-02 
671	 1,63921598049509E-02 
672	 1,65408699612368E-02 
673	 1,64173884492799E-02 
674	 1,61349596850088E-02 
675	 1,62686852422383E-02 
676	 1,62475344597548E-02 
677	 1,59520757715941E-02 
678	 1,58497341955265E-02 
679	 1,61997411733098E-02 
680	 1,72334821132993E-02 
681	 1,71931999537083E-02 
682	 1,63376203256205E-02 
683	 1,69347812753782E-02 
684	 1,76152808398407E-02 
685	 0,017571029973751 
686	 1,70999851686995E-02 
687	 1,69091145645604E-02 
688	 1,82038950717417E-02 
689	 1,91415305780412E-02 
690	 1,93096542518907E-02 
691	 1,96131764258073E-02 
692	 2,02774681278516E-02 
693	 2,14553221224855E-02 
694	 2,27082750397918E-02 
695	 2,41884303880828E-02 
696	 2,65217268943945E-02 
697	 2,90443499905551E-02 
698	 3,15175643209319E-02 
699	 0,03425793225805 
700	 3,75003759584434E-02 
701	 4,15017402829109E-02 
702	 4,52959211797783E-02 
703	 4,88712837921596E-02 
704	 5,31770213127208E-02 
705	 0,05754156086441 
706	 6,15573260033445E-02 
707	 6,57161955902071E-02 
708	 6,98854947471261E-02 
709	 7,37033625909457E-02 
710	 7,75925013897767E-02 
711	 0,081626770461034 
712	 0,085589646837832 
713	 8,92486613498121E-02 
714	 9,24303910380359E-02 
715	 9,57863411885602E-02 
716	 0,099215712387145 
717	 0,102168062840197 
718	 0,104762353230478 
719	 0,107031598157024 
720	 0,108967017105264 
721	 0,110821493738791 
722	 0,112890660886363 
723	 0,114768279232875 
724	 0,116463923640381 
725	 0,118324934196115 
726	 0,120130447972142 
727	 0,121682199204831 
728	 0,122569380296212 
729	 0,123096422380876 
730	 0,123854164475002 
731	 0,124964975976283 
732	 0,126301518216486 
733	 0,127070187443721 
734	 0,127719485982227 
735	 0,128630398955629 
736	 0,129150540722976 
737	 0,129450790148149 
738	 0,130264231205115 
739	 0,130881834839083 
740	 0,131104639021687 
741	 0,131417698436276 
742	 0,131766883165251 
743	 0,132047470681508 
744	 0,132458459433769 
745	 0,132869611853886 
746	 0,132678110251055 
747	 0,132833782552713 
748	 0,133707121988248 
749	 0,133973379020372 
750	 0,133965621691675 
751	 0,134449466293048 
752	 0,134724388630558 
753	 0,134689039438733 
754	 0,134675243089876 
755	 0,134762133875168 
756	 0,135001163786773 
757	 0,135318546288318 
758	 0,135583177446005 
759	 0,135565430230862 
760	 0,135515902922702 
761	 0,135573060850636 
762	 0,13590897876046 
763	 0,136322654953859 
764	 0,136606784118933 
765	 0,136670508813911 
766	 0,136650544179612 
767	 0,136930761887126 
768	 0,137329545448442 
769	 0,137703288139737 
770	 0,137674123186309 
771	 0,137562391062159 
772	 0,137776460251323 
773	 0,137980209467762 
774	 0,138159721064054 
775	 0,138558987275412 
776	 0,138689509382262 
777	 0,138405664523663 
778	 0,13861411233679 
779	 0,139022486171529 
780	 0,139051544275345 
781	 0,139158225634969 
782	 0,139421066885423 
783	 0,139735338216067 
784	 0,13984939599206 
785	 0,139642264600605 
786	 0,139605956333924 
787	 0,139693661273422 
788	 0,139673368187593 
789	 0,139837442232652 
790	 0,140131690698233 
791	 0,139981264826108 
792	 0,139794978851774 
793	 0,139920240800288 
794	 0,140267691506657 
795	 0,140683899745056 
796	 0,14091833610057 
797	 0,140889323072822 
798	 0,140587693747526 
799	 0,140090765350553 
800	 0,139889515242605 
801	 0,14039089220299 
802	 0,14081059400931 
803	 0,141014680229733 
804	 0,141061300080245 
805	 0,14128822823136 
806	 0,14174479273547 
807	 0,141914477728816 
808	 0,141927290721257 
809	 0,141959738778074 
810	 0,141844672975454 
811	 0,141748085810695 
812	 0,14223500681356 
813	 0,142499954798242 
814	 0,142327699620363 
815	 0,142674200360984 
816	 0,143208466478357 
817	 0,143446976294626 
818	 0,143643783861405 
819	 0,143755895044491 
820	 0,143464738299004 
821	 0,143359126488752 
822	 0,143728578841035 
823	 0,144414078530123 
824	 0,144902071260108 
825	 0,144589614419561 
826	 0,144682994556546 
827	 0,145247839172058 
828	 0,145509972415492 
829	 0,14566649349941 
830	 0,145800741094552 
831	 0,145815751149087 
832	 0,145961629946672 
833	 0,146574468092811 
834	 0,146530078371093 
835	 0,145996087649125 
836	 0,146494240211507 
837	 0,146981470689992 
838	 0,146940729915825 
839	 0,146967459884832 
840	 0,147209598448137 
841	 0,147778322616885 
842	 0,147713495595303 
843	 0,147242712812782 
844	 0,14801620987401 
845	 0,148623715293962 
846	 0,148348027127931 
847	 0,148027055941482 
848	 0,147879163443851 
849	 0,148064385355177 
850	 0,14809657937909 
851	 0,147914188513624 
852	 0,147739276790274 
853	 0,147706107263583 
854	 0,147910197658347 
855	 0,148381892451446 
856	 0,14892164608064 
857	 0,149266123329247 
858	 0,148958602621272 
859	 0,148295859979632 
860	 0,148540189935429 
861	 0,148998860715817 
862	 0,149322813588427 
863	 0,14980367729506 
864	 0,150012835739989 
865	 0,149407483478519 
866	 0,149741277702986 
867	 0,150742828293937 
868	 0,150207568872694 
869	 0,149835604701404 
870	 0,150347177167778 
871	 0,150840489025179 
872	 0,151123015392175 
873	 0,151085173175522 
874	 0,151376243563687 
875	 0,151928736177502 
876	 0,152077622886807 
877	 0,152372412390894 
878	 0,152904955680241 
879	 0,152808486063621 
880	 0,152780332222007 
881	 0,153564023042582 
882	 0,153512056722352 
883	 0,152922561093804 
884	 0,153518784337635 
885	 0,153761480005985 
886	 0,153393503241447 
887	 0,154057086964272 
888	 0,154794042731757 
889	 0,154681405663797 
890	 0,154794754435158 
891	 0,155131938660014 
892	 0,155255946961716 
893	 0,15550026375593 
894	 0,155800891469788 
895	 0,155483650832778 
896	 0,154921531878662 
897	 0,154471277580138 
898	 0,154298075094078 
899	 0,15450010535691 
900	 0,155171472099095 
901	 0,155859569595237 
902	 0,156382457263719 
903	 0,156802397446565 
904	 0,156765713094377 
905	 0,156218339137304 
906	 0,156460348804626 
907	 0,156863095783333 
908	 0,156319473605405 
909	 0,156426048113494 
910	 0,157195547808189 
911	 0,157414280347863 
912	 0,157535526105599 
913	 0,157725173441656 
914	 0,157800871112194 
915	 0,157617342208613 
916	 0,157098081493189 
917	 0,157642249880797 
918	 0,158581792870209 
919	 0,157296705924239 
920	 0,15747033111389 
921	 0,15949101380403 
922	 0,158804624580523 
923	 0,157299354554973 
924	 0,156757340281297 
925	 0,156676974293787 
926	 0,156970752857163 
927	 0,157600191276531 
928	 0,157344741338868 
929	 0,156451197290002 
